Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
19,"Ssozi, Denise",So,OH,5-8,126,0,126,32.0,31.0,395,271,1233,0.10099999999999999,45.0,20.0,84.0,271.0,34.0,12.0,48.0,12.0,451.0,5.0,
10,"Heineck, Piper",Sr,MB,6-1,125,0,125,32.0,31.0,302,112,628,0.303,12.0,31.0,39.0,58.0,,25.0,133.0,20.0,424.5,1.0,
12,"Miksch, Abigail",Jr,MB,6-2,124,0,124,32.0,26.0,395,204,1028,0.18600000000000003,8.0,20.0,30.0,127.0,13.0,10.0,60.0,6.0,455.0,1.0,
15,"Conlan, Shanleigh",Jr,S,5-6,123,0,123,32.0,28.0,16,12,63,0.063,901.0,30.0,38.0,248.0,1.0,1.0,13.0,6.0,53.5,35.0,
2,"Hellman, Sarah",Jr,S,5-6,121,0,121,32.0,5.0,9,7,46,0.043,112.0,10.0,30.0,210.0,37.0,,5.0,2.0,21.5,6.0,
1,"King, Alex",Fr,DS,5-5,114,0,114,29.0,1.0,3,1,7,0.28600000000000003,40.0,5.0,6.0,286.0,28.0,,,,8.0,1.0,
11,"Medill, Kathleen",Fr,MB,6-1,113,0,113,32.0,28.0,138,63,357,0.21,3.0,8.0,16.0,19.0,,8.0,86.0,8.0,197.0,1.0,
3,"Heldt, Lauren",Jr,MH,5-11,106,0,106,31.0,21.0,124,50,314,0.23600000000000002,2.0,4.0,6.0,42.0,,2.0,56.0,7.0,158.0,1.0,
17,"Daniels, Jordan",Fr,DS,5-7,95,0,95,28.0,5.0,0,1,2,-0.5,10.0,23.0,24.0,111.0,24.0,,,,23.0,1.0,
4,"Galloway, Cambria",Fr,RS,5-10,78,0,78,25.0,4.0,57,48,177,0.051,2.0,,,21.0,2.0,2.0,30.0,1.0,74.0,,
22,"Ahlers, Andi",Fr,S,5-9,66,0,66,21.0,3.0,1,3,14,-0.14300000000000002,286.0,14.0,23.0,73.0,,,2.0,2.0,16.0,2.0,
13,"Sulte, Brynn",Fr,MH,6-2,27,0,27,15.0,2.0,27,7,52,0.385,1.0,,,5.0,1.0,1.0,6.0,1.0,31.0,,
16,"Robertson, Mackenzie",Fr,OH,6-2,27,0,27,18.0,1.0,7,9,35,-0.057,,,3.0,12.0,,,12.0,2.0,13.0,,
21,"Motes, Kelly",Fr,S,5-9,26,0,26,14.0,3.0,1,2,7,-0.14300000000000002,1.0,2.0,5.0,6.0,1.0,,,,3.0,2.0,
6,"Boswell, Julia",Jr,DS,5-9,22,0,22,12.0,,0,0,0,,1.0,,4.0,6.0,3.0,,,,,,
20,"Pennington, Elizabeth",Jr,OH,6-1,11,0,11,3.0,2.0,35,10,77,0.325,,3.0,3.0,6.0,,,4.0,1.0,40.0,,
8,"Feighery, Brynn",Fr,S,5-10,6,0,6,6.0,,0,0,0,,,,,1.0,,,,,,,
5,"Zimmerman, Erin",Fr,MB,6-1,5,0,5,5.0,1.0,1,0,2,0.5,,,1.0,2.0,,,1.0,,1.5,,
9,"Mosley, Ariana",Jr,OH,5-7,2,0,2,2.0,,0,0,1,0.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,16,12.0,,0,0,0,,,,1.0,,11.0,,,,,,
-,Totals,-,-,-,-,-,126,,,1511,800,4043,0.17600000000000002,1424.0,170.0,313.0,1504.0,155.0,61.0,456.0,68.0,1970.0,56.0,
-,Opponent Totals,-,-,-,-,-,126,,,1443,677,3884,0.19699999999999998,1322.0,155.0,230.0,1453.0,170.0,51.0,539.0,65.0,1918.5,35.0,
