Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Harfield, Tessa",Fr,MB,6-1,113,0,113,30.0,29.0,99,46,241,0.22,5.0,,,16.0,2.0,6.0,68.0,7.0,139.0,3.0,
15,"McConnell, Madison",So,OH,6-0,113,0,113,30.0,30.0,164,48,387,0.3,13.0,20.0,16.0,68.0,,9.0,58.0,12.0,222.0,3.0,
6,"Canete, Qiana",Sr,OH,5-10,113,0,113,30.0,30.0,408,170,1122,0.212,47.0,7.0,15.0,354.0,28.0,4.0,28.0,7.0,433.0,5.0,
12,"Geathers, Zhanelle",Jr,MB,6-3,112,0,112,30.0,27.0,380,201,964,0.18600000000000003,10.0,9.0,28.0,99.0,15.0,11.0,37.0,4.0,418.5,5.0,
14,"Jedlicka, Kylie",So,OH,6-0,101,0,101,27.0,26.0,229,105,708,0.175,28.0,9.0,31.0,244.0,14.0,3.0,26.0,6.0,254.0,4.0,
13,"Helt, Madison",Jr,S,5-7,78,0,78,28.0,,6,2,17,0.235,130.0,8.0,9.0,76.0,2.0,,1.0,,14.5,20.0,
4,"Vickers, Libbie",Jr,OH,5-9,78,0,78,25.0,,1,1,8,0.0,39.0,14.0,18.0,303.0,23.0,,1.0,,15.5,6.0,
18,"Ford, Ashlynn",Sr,OH,5-10,71,0,71,27.0,4.0,26,19,106,0.066,17.0,6.0,12.0,108.0,14.0,,8.0,1.0,36.0,3.0,
8,"Higgins, Haley",So,S,5-11,63,0,63,19.0,16.0,28,21,94,0.07400000000000001,490.0,17.0,23.0,81.0,,1.0,13.0,2.0,52.5,19.0,
1,"Gilbreath, Kailyn",Fr,S,5-9,55,0,55,16.0,14.0,44,7,120,0.308,495.0,9.0,20.0,98.0,,,11.0,6.0,58.5,3.0,
10,"Deese, Allie",Sr,RS,6-4,37,0,37,21.0,1.0,2,2,12,0.0,1.0,1.0,5.0,4.0,,,5.0,,5.5,1.0,
2,"Smith, Madison",Fr,L,5-6,35,0,35,14.0,,1,1,3,0.0,14.0,7.0,8.0,92.0,17.0,,,,8.0,,
9,"St. Germain, Madelyn",So,L,5-6,21,0,21,6.0,,1,0,1,1.0,12.0,9.0,6.0,73.0,5.0,,,,10.0,,
3,"Zahradnik, Cameryn",Fr,OH,6-0,17,0,17,6.0,3.0,17,18,59,-0.017,2.0,5.0,10.0,39.0,3.0,,2.0,4.0,23.0,,
-,TEAM,-,-,-,-,-,30,15.0,,0,0,0,,,,,,17.0,,,,,,
-,Totals,-,-,-,-,-,113,,,1406,641,3842,0.19899999999999998,1303.0,121.0,201.0,1655.0,140.0,34.0,258.0,49.0,1690.0,72.0,
-,Opponent Totals,-,-,-,-,-,113,,,1334,552,3821,0.205,1230.0,140.0,252.0,1535.0,121.0,61.0,373.0,43.0,1721.5,40.0,
