Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
17,"Garvelink, Alyssa",Sr,MB,6-4,112,0,112,33.0,33.0,290,80,561,0.374,3.0,,,31.0,,14.0,137.0,21.0,372.5,1.0,
5,"Tompkins, Megan",Sr,MB,6-4,112,0,112,33.0,33.0,152,48,369,0.282,7.0,14.0,18.0,46.0,,11.0,76.0,10.0,215.0,4.0,
2,"Bailey, Autumn",Sr,OH,5-10,112,0,112,33.0,33.0,404,108,1062,0.27899999999999997,32.0,30.0,51.0,355.0,8.0,4.0,37.0,10.0,456.5,,
4,"Cox, Jamye",Fr,L/DS,5-6,112,0,112,33.0,1.0,3,1,5,0.4,65.0,14.0,35.0,388.0,42.0,,,,17.0,,
18,"Toliver, Holly",Sr,OH,6-2,109,0,109,32.0,31.0,326,121,842,0.243,42.0,45.0,60.0,245.0,20.0,3.0,57.0,6.0,402.5,2.0,
13,"Kranda, Brooke",Sr,MB,6-6,109,0,109,33.0,32.0,333,137,848,0.231,3.0,41.0,61.0,55.0,,3.0,57.0,7.0,405.5,1.0,
12,"Minarick, Rachel",Sr,S,6-2,104,0,104,30.0,30.0,73,14,194,0.304,1173.0,37.0,20.0,247.0,2.0,5.0,45.0,1.0,137.5,3.0,
10,"Monson, Abby",Sr,DS,5-5,74,0,74,29.0,,0,0,2,0.0,34.0,7.0,9.0,164.0,7.0,,,,7.0,,
22,"McLean, Samantha",So,DS,5-8,67,0,67,24.0,,1,0,1,1.0,9.0,2.0,2.0,92.0,10.0,,,,3.0,,
7,"Midgette, Maggie",So,S,5-10,21,0,21,10.0,3.0,10,3,14,0.5,137.0,5.0,13.0,24.0,,,7.0,1.0,18.5,1.0,
3,"Norris, Meredith",Fr,OH,6-3,18,0,18,13.0,1.0,27,14,87,0.149,4.0,4.0,4.0,34.0,4.0,,8.0,,35.0,,
15,"Swartz, Lauren",So,OH,6-5,14,0,14,8.0,1.0,6,5,20,0.05,,,,3.0,,1.0,4.0,,9.0,,
8,"Hatcher, Julia",Fr,MB,6-3,10,0,10,8.0,,5,4,13,0.077,2.0,,,,,1.0,1.0,,6.5,,
11,"Chronowski, Alyssa",Fr,OH,6-2,6,0,6,5.0,,5,7,17,-0.11800000000000001,,,,,,,,1.0,5.0,,
1,"Washegesic, Sarah",Jr,DS,5-2,1,0,1,1.0,,0,0,0,,,,,3.0,,,,,,,
-,TEAM,-,-,-,-,-,11,10.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,113,,,1635,542,4035,0.271,1511.0,199.0,273.0,1687.0,104.0,42.0,429.0,57.0,2090.5,12.0,
-,Opponent Totals,-,-,-,-,-,113,,,1334,580,3853,0.196,1281.0,104.0,199.0,1602.0,199.0,64.0,327.0,60.0,1665.5,31.0,
