Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Jones, Jordan",Jr,S,6-3,103,0,103,29.0,29.0,241,103,577,0.239,574.0,23.0,42.0,178.0,,6.0,57.0,4.0,298.5,28.0,2.0
7,"Rokey, Lauren",Fr,OH,6-0,100,0,100,29.0,25.0,310,161,856,0.174,18.0,22.0,40.0,210.0,32.0,6.0,45.0,4.0,360.5,2.0,
4,"McCarson, Danielle",So,DS,5-3,99,0,99,28.0,1.0,1,3,6,-0.33299999999999996,56.0,37.0,32.0,346.0,38.0,,,,38.0,1.0,
1,"Lohmeier, Olivia",Fr,MB,6-0,92,0,92,27.0,12.0,246,71,550,0.318,8.0,4.0,3.0,47.0,1.0,4.0,60.0,5.0,284.0,1.0,
11,"Clark, Chandler",Fr,S,5-9,90,0,90,27.0,18.0,20,7,66,0.19699999999999998,537.0,6.0,14.0,153.0,1.0,,4.0,1.0,28.0,13.0,
12,"Watchman, Jessie",Jr,MB,6-2,88,0,88,28.0,25.0,161,53,384,0.281,10.0,14.0,20.0,31.0,,5.0,48.0,7.0,204.0,2.0,
2,"Fella, Maddie",Jr,MB,6-3,86,0,86,29.0,29.0,101,31,269,0.26,6.0,,,17.0,1.0,8.0,97.0,8.0,157.5,1.0,
10,"Cecil, Alyssa",Jr,DS,5-7,84,0,84,28.0,8.0,1,1,5,0.0,15.0,14.0,18.0,138.0,20.0,,,,15.0,,
14,"Hall, Jessica",Jr,DS,5-9,75,0,75,27.0,,0,1,1,-1.0,5.0,14.0,17.0,24.0,,,,,14.0,,
15,"Evans, Alli",Sr,OH,6-1,72,0,72,28.0,8.0,99,61,356,0.107,10.0,4.0,3.0,76.0,15.0,,17.0,2.0,111.5,1.0,
5,"Allen, Liz",Fr,OH,5-11,65,0,65,25.0,9.0,93,78,311,0.048,6.0,6.0,14.0,110.0,30.0,1.0,19.0,2.0,109.5,3.0,
16,"Reynolds, Karlee",So,MB,6-3,57,0,57,25.0,3.0,50,25,136,0.184,,,1.0,5.0,1.0,3.0,38.0,1.0,72.0,,
8,"Hodges, Taylor",Fr,DS,5-8,26,0,26,9.0,7.0,1,0,2,0.5,3.0,8.0,3.0,69.0,7.0,,1.0,,9.5,,
-,TEAM,-,-,-,-,-,12,7.0,,0,0,0,,,,,,5.0,,,,,,
-,Totals,-,-,-,-,-,103,,,1324,595,3519,0.207,1248.0,152.0,207.0,1404.0,151.0,33.0,386.0,34.0,1702.0,52.0,
-,Opponent Totals,-,-,-,-,-,103,,,1238,552,3453,0.19899999999999998,1169.0,151.0,183.0,1362.0,152.0,39.0,302.0,29.0,1579.0,37.0,
