Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"DeLuzio, Brynna",Fr,S,5-9,128,0,128,34.0,34.0,59,15,134,0.32799999999999996,1411.0,29.0,28.0,301.0,1.0,3.0,44.0,5.0,113.0,4.0,
4,"Pfefferle, Anna",Sr,MB,6-2,128,0,128,34.0,34.0,197,59,441,0.313,13.0,20.0,38.0,96.0,1.0,8.0,107.0,4.0,278.5,2.0,
14,"Abu, Naghede",Jr,MB,6-4,128,0,128,34.0,34.0,268,70,575,0.344,,,,13.0,1.0,19.0,134.0,16.0,354.0,,
22,"Hayes, Joslyn",Sr,OPP,6-3,124,0,124,34.0,32.0,244,87,659,0.23800000000000002,2.0,,1.0,54.0,,6.0,87.0,12.0,293.5,,
7,"Smith, Alexa",Jr,OH,6-1,122,0,122,32.0,32.0,484,164,1330,0.24100000000000002,24.0,20.0,29.0,345.0,25.0,8.0,38.0,2.0,531.0,3.0,
3,"Carta-Samuels, Gabby",Jr,L/DS,5-6,118,0,118,33.0,,2,0,6,0.33299999999999996,85.0,8.0,15.0,414.0,32.0,,,,10.0,3.0,
1,"Shebby, Frankie",Jr,OH,6-0,117,0,117,31.0,31.0,409,178,1165,0.198,34.0,16.0,49.0,302.0,40.0,15.0,62.0,8.0,471.0,4.0,
8,"Spann, Justine",So,OH,5-8,104,0,104,32.0,2.0,31,12,92,0.207,8.0,19.0,25.0,162.0,8.0,,2.0,,51.0,1.0,
12,"Whipple, Rachel",So,L/DS,5-7,95,0,95,31.0,1.0,2,1,7,0.14300000000000002,13.0,13.0,14.0,122.0,3.0,,1.0,,15.5,1.0,
2,"Shadley, Stephanie",Sr,OH,6-0,77,0,77,30.0,3.0,31,10,121,0.174,4.0,7.0,8.0,66.0,2.0,1.0,9.0,2.0,43.5,,
9,"DeMure, Emily",Fr,OPP,6-1,40,0,40,21.0,,1,1,4,0.0,38.0,,1.0,9.0,,,,,1.0,2.0,
21,"Dorrell, Lauren",Fr,OPP,6-0,27,0,27,16.0,1.0,14,6,56,0.14300000000000002,,,,6.0,,,9.0,1.0,18.5,,
6,"Joachim, Taylor",So,OPP,6-4,22,0,22,11.0,,1,0,9,0.111,,,,,,,5.0,1.0,3.5,,
16,"Klemmer, Lillie",So,MB,5-11,8,0,8,8.0,,2,0,4,0.5,,,,2.0,,,1.0,1.0,2.5,,
13,"Berta, Branen",Sr,DS,5-7,6,0,6,2.0,,0,0,0,,2.0,,4.0,19.0,,,,,,,
-,TEAM,-,-,-,-,-,9,6.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,128,,,1745,603,4603,0.248,1634.0,132.0,212.0,1911.0,124.0,60.0,499.0,52.0,2186.5,20.0,
-,Opponent Totals,-,-,-,-,-,128,,,1666,754,4645,0.196,1576.0,124.0,189.0,1936.0,132.0,78.0,399.0,56.0,2067.5,43.0,
