Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Rehrer, Alyssa",Jr,DS,5-7,100,0,100,29.0,,4,4,40,0.0,83.0,20.0,35.0,486.0,37.0,,,,24.0,1.0,
13,"Hoener, Erin",Fr,MB,6-1,98,0,98,31.0,29.0,174,58,402,0.289,5.0,12.0,27.0,30.0,2.0,11.0,59.0,6.0,226.5,1.0,
4,"Lindsey, Zoe",Jr,S,5-8,94,0,94,30.0,27.0,44,17,123,0.22,587.0,10.0,43.0,159.0,,,18.0,4.0,63.0,42.0,
1,"Jeffrey, Jade",Fr,OPP,6-0,87,0,87,28.0,24.0,121,84,425,0.087,3.0,,4.0,41.0,3.0,2.0,24.0,10.0,135.0,,
17,"Lozanova, Sandra",Jr,OH,5-11,86,0,86,28.0,26.0,204,71,664,0.2,21.0,29.0,31.0,197.0,49.0,,8.0,2.0,237.0,1.0,
3,"Donnelly, Mary",Sr,OH,6-0,86,0,86,29.0,22.0,168,85,624,0.133,7.0,9.0,16.0,95.0,29.0,1.0,18.0,5.0,187.0,,
16,"Wagner, Samantha",Jr,DS,5-8,79,0,79,27.0,1.0,1,0,5,0.2,5.0,3.0,17.0,103.0,20.0,,,,4.0,,
6,"Hoffman, Reyn",Fr,DS,5-4,73,0,73,26.0,,0,2,2,-1.0,8.0,11.0,12.0,83.0,21.0,,1.0,,11.5,,
8,"Miller, Meagan",Fr,MB,6-2,68,0,68,26.0,14.0,91,38,223,0.23800000000000002,1.0,13.0,12.0,20.0,1.0,10.0,42.0,3.0,135.0,1.0,
9,"Hall, Kenza",Jr,MB,5-11,63,0,63,22.0,18.0,81,53,245,0.114,,,,7.0,3.0,7.0,29.0,7.0,102.5,2.0,
12,"Hasley, Taylor",So,S,6-0,61,0,61,25.0,4.0,8,6,33,0.061,257.0,13.0,15.0,95.0,,,8.0,3.0,25.0,8.0,
11,"Chaltas, Olyvia",Jr,OH,6-1,57,0,57,25.0,10.0,89,66,292,0.079,2.0,6.0,4.0,41.0,28.0,,18.0,,104.0,,
7,"Monroe, Casey",Jr,OPP,6-3,51,0,51,19.0,7.0,40,33,157,0.045,,,1.0,17.0,,,40.0,10.0,60.0,2.0,
5,"Simikic, Monika",Jr,OH,5-10,46,0,46,21.0,3.0,23,15,92,0.087,3.0,2.0,4.0,36.0,19.0,1.0,1.0,,26.5,,
15,"Taylor, Claudine",Fr,DS,5-5,11,0,11,9.0,,0,0,1,0.0,,,2.0,10.0,2.0,,,,,,
14,"Napoli, Ginamarie",So,MB,5-10,2,0,2,2.0,1.0,1,1,2,0.0,,,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,46,22.0,,0,0,0,,,,,,37.0,,,,,,
-,Totals,-,-,-,-,-,106,,,1049,533,3330,0.155,982.0,128.0,223.0,1420.0,251.0,32.0,266.0,50.0,1342.0,58.0,
-,Opponent Totals,-,-,-,-,-,106,,,1433,543,3648,0.244,1281.0,251.0,243.0,1515.0,128.0,41.0,310.0,49.0,1880.0,36.0,
