Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Spence, Chelcie",Fr,DS,5-2,98,0,98,26.0,1.0,3,1,4,0.5,49.0,20.0,20.0,396.0,35.0,,,,23.0,1.0,
12,"Ivanova, Naina",Fr,L,5-10,98,0,98,26.0,26.0,43,30,143,0.091,812.0,16.0,21.0,277.0,1.0,1.0,43.0,14.0,81.5,42.0,
22,"Jin, Hao",Jr,MB,6-2,98,0,98,26.0,26.0,198,63,584,0.231,6.0,19.0,11.0,65.0,3.0,27.0,85.0,16.0,286.5,6.0,
11,"Connors, Shelby",Sr,MB,6-2,92,0,92,25.0,21.0,113,48,374,0.174,6.0,1.0,1.0,33.0,3.0,15.0,56.0,8.0,157.0,3.0,
10,"Earnhart, Charlotte",Jr,MB,5-10,91,0,91,26.0,11.0,95,68,383,0.07,12.0,23.0,12.0,203.0,31.0,,10.0,7.0,123.0,1.0,
7,"Bezhan, Anna",Jr,OH,5-10,89,0,89,25.0,18.0,149,95,575,0.094,13.0,14.0,17.0,215.0,29.0,4.0,24.0,2.0,179.0,2.0,
4,"Ingram, Rebecca",Fr,RS,6-0,80,0,80,24.0,21.0,140,63,479,0.161,2.0,,1.0,31.0,,2.0,31.0,11.0,157.5,1.0,
23,"Deisa, Eva",So,OH,5-10,73,0,73,19.0,19.0,191,87,603,0.172,16.0,16.0,9.0,195.0,24.0,6.0,24.0,10.0,225.0,2.0,
16,"Varga, Julie",Jr,RS,6-0,51,0,51,20.0,8.0,55,28,206,0.131,3.0,1.0,1.0,23.0,2.0,6.0,22.0,2.0,73.0,,
9,"Sink, Danielle",So,L,5-4,38,0,38,15.0,,0,0,1,0.0,10.0,,5.0,68.0,5.0,,1.0,,0.5,,
8,"Nieporte, Riley",Fr,OH,5-9,30,0,30,15.0,5.0,38,21,126,0.135,4.0,2.0,2.0,40.0,9.0,,2.0,,41.0,,
1,"Boland, Jenna",Fr,S,5-10,8,0,8,3.0,,1,1,2,0.0,23.0,,1.0,6.0,,,,,1.0,6.0,
2,"Schmid, Brianna",Jr,MB,6-1,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,17,14.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,98,,,1026,505,3480,0.15,956.0,112.0,101.0,1552.0,153.0,61.0,298.0,70.0,1348.0,64.0,
-,Opponent Totals,-,-,-,-,-,98,,,1429,549,3793,0.23199999999999998,1313.0,153.0,173.0,1704.0,112.0,59.0,270.0,54.0,1776.0,33.0,
