0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,Northwestern St.,W 3 - 0,3,1,,3,2,8,0.125,,1,,1,,,2,,5.0,,
08/30/2019,Little Rock,W 3 - 0,3,1,,8,0,11,0.727,,,,,,,1,,8.5,,
08/31/2019,Montana St.,W 3 - 2,5,1,,4,3,21,0.048,1,,,2,,,2,,5.0,1,
09/05/2019,"West Virginia @ San Diego, Calif.",L 0 - 3,3,1,,8,3,15,0.333,,,,2,,,1,,8.5,,
09/06/2019,@ San Diego,L 0 - 3,3,1,,2,1,11,0.091,,,,2,,,1,,2.5,,
09/07/2019,@ San Diego St.,L 2 - 3,5,1,,5,2,14,0.214,,,,1,,,3,,6.5,,
09/10/2019,Ark.-Pine Bluff,W 3 - 1,4,1,,11,1,22,0.455,,,,1,,,3,,12.5,,
09/13/2019,@ Maryland,L 1 - 3,4,1,,14,3,29,0.379,,,1,2,,,2,,15.0,,
09/14/2019,"Princeton @ College Park, Md.",L 0 - 3,3,1,,7,3,20,0.200,,,1,3,,,1,,7.5,,
09/14/2019,"George Mason @ College Park, Md.",W 3 - 1,4,1,,7,1,18,0.333,,,,1,,1,2,,9.0,,
09/19/2019,"Georgia Tech @ Athens, GA",L 0 - 3,2,1,,3,4,15,-0.067,,,,1,,,,,3.0,,
09/20/2019,"NC State @ Athens, GA",W 3 - 2,5,1,,12,1,27,0.407,,,,1,,,4,,14.0,,
09/25/2019,@ LSU,L 0 - 3,3,1,,7,1,18,0.333,,,,1,,,1,,7.5,,
09/29/2019,@ Alabama,L 2 - 3,5,1,,9,6,28,0.107,,,,2,,,3,,10.5,,
10/04/2019,Texas A&M,L 0 - 3,3,1,,7,4,19,0.158,,,,,,,,,7.0,,
10/11/2019,Florida,L 0 - 3,3,1,,4,3,19,0.053,,,,1,,,1,,4.5,,
10/13/2019,South Carolina,L 2 - 3,5,1,,15,5,40,0.250,,,,1,,,2,,16.0,,
10/18/2019,@ Ole Miss,L 1 - 3,4,1,,8,2,20,0.300,,,2,3,,1,7,,12.5,,
10/20/2019,@ Mississippi St.,W 3 - 1,4,1,,6,0,13,0.462,,,1,4,,,2,1,7.0,,
10/25/2019,Missouri,L 0 - 3,3,1,,1,1,6,,,2,,3,,,1,,3.5,,
10/27/2019,Auburn,W 3 - 0,3,1,,9,1,14,0.571,,1,1,2,,1,2,,12.0,,
10/30/2019,@ Georgia,L 0 - 3,3,1,,4,1,12,0.250,,1,2,,,,3,,6.5,,
11/03/2019,@ Kentucky,L 0 - 3,3,1,,5,2,13,0.231,,,,,,,2,,6.0,,
11/08/2019,@ Texas A&M,L 0 - 3,3,1,,3,3,18,,,,,,,,,,3.0,,
11/13/2019,Tennessee,L 2 - 3,5,1,,4,1,13,0.231,1,,2,3,,,2,,5.0,,
11/17/2019,Alabama,W 3 - 2,5,1,,10,2,21,0.381,,3,4,4,,,4,,15.0,,
11/22/2019,Ole Miss,W 3 - 2,5,1,,4,3,20,0.050,,3,2,2,,,3,,8.5,,
11/24/2019,Mississippi St.,W 3 - 2,5,1,,15,1,25,0.560,,1,,6,,,2,,17.0,,
11/27/2019,@ Florida,L 0 - 3,,,,,,,,,,,,,,,,,,
11/29/2019,@ South Carolina,L 0 - 3,3,1,,10,1,15,0.600,,,,,,,4,,12.0,,
