0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,"Fordham @ New Britain, CT",L 2 - 3,5,1,16,7,36,0.250,,,,1,,1,2,,18.0,,
08/27/2016,"Iona @ New Britain, CT",W 3 - 2,5,1,14,8,39,0.154,,,,2,,2,1,,16.5,,
08/27/2016,@ Central Conn. St.,L 2 - 3,5,1,11,5,30,0.200,,,,1,,,3,,12.5,,
09/02/2016,Providence,L 2 - 3,,,,,,,,,,,,,,,,,
09/03/2016,Saint Peter's,W 3 - 0,,,,,,,,,,,,,,,,,
09/03/2016,Fairleigh Dickinson,W 3 - 0,,,,,,,,,,,,,,,,,
09/09/2016,"Southern Miss. @ Tuscaloosa, AL",L 0 - 3,,,,,,,,,,,,,,,,,
09/09/2016,"Northwestern St. @ Tuscaloosa, AL",L 1 - 3,,,,,,,,,,,,,,,,,
09/10/2016,@ Alabama,L 0 - 3,,,,,,,,,,,,,,,,,
09/13/2016,@ Villanova,L 0 - 3,,,,,,,,,,,,,,,,,
09/16/2016,"Robert Morris @ Pittsburgh, PA",W 3 - 1,4,1,13,9,39,0.103,,,,6,,,1,1,13.5,,
09/17/2016,@ Pittsburgh,L 0 - 3,2,1,3,1,11,0.182,,,,,,,,,3.0,,
09/17/2016,"Western Ky. @ Pittsburgh, PA",L 0 - 3,3,1,4,5,20,-0.050,,,,1,,,,,4.0,,
09/21/2016,Lafayette,W 3 - 0,2,1,4,3,15,0.067,,,,,,,1,,4.5,,
09/23/2016,@ Navy,W 3 - 1,1,1,1,4,6,-0.500,,,,,,,,1,1.0,,
09/24/2016,@ Loyola Maryland,W 3 - 0,1,1,0,0,4,,,,,,,,,,,,
09/30/2016,Bucknell,W 3 - 1,3,1,9,2,20,0.350,,,,,,,,1,9.0,,
10/01/2016,@ Colgate,L 0 - 3,2,1,1,1,3,,,,,,,,,,1.0,,
10/07/2016,@ American,L 0 - 3,2,1,4,2,12,0.167,,,,,,,,,4.0,,
10/11/2016,George Washington,W 3 - 2,,,,,,,,,,,,,,,,,
10/14/2016,Holy Cross,W 3 - 0,3,1,11,1,20,0.500,1,,,,,,,,11.0,,
10/15/2016,Army West Point,L 1 - 3,4,1,11,4,32,0.219,,,,3,,,,,11.0,,
10/18/2016,@ Lafayette,W 3 - 2,3,1,5,4,20,0.050,,,,2,,,1,,5.5,,
10/21/2016,Loyola Maryland,W 3 - 0,3,1,9,3,20,0.300,1,,,,,,1,,9.5,,
10/22/2016,Navy,L 2 - 3,5,1,13,4,43,0.209,1,,,4,,,,,13.0,,
10/28/2016,@ Bucknell,L 1 - 3,3,1,5,7,24,-0.083,,,,2,,,1,,5.5,,
10/29/2016,Colgate,L 0 - 3,1,1,4,0,7,0.571,,,,,,,,,4.0,,
11/05/2016,American,W 3 - 0,3,1,6,2,16,0.250,,,,,,,,,6.0,,
11/11/2016,@ Army West Point,L 1 - 3,4,1,7,2,17,0.294,,,,1,1,,4,,9.0,,
11/12/2016,@ Holy Cross,L 0 - 3,3,1,6,9,26,-0.115,,,,3,,,2,,7.0,,
