0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,Indiana St.,L 0 - 3,,3,1,9,3,17,0.353,,1,1,2,,,,,10.0,,
08/25/2018,Liberty,W 3 - 1,,4,1,7,3,13,0.308,,,2,1,,1,6,,11.0,,
08/25/2018,Oakland,L 1 - 3,,4,1,8,5,25,0.120,,1,1,2,,,4,,11.0,,
08/28/2018,@ IUPUI,L 0 - 3,,3,1,6,4,13,0.154,,1,,1,,3,1,,10.5,,
08/31/2018,"Morgan St. @ Kent, Ohio",W 3 - 0,,3,1,7,1,14,0.429,,1,1,2,,2,1,,10.5,,
08/31/2018,@ Kent St.,W 3 - 0,,3,1,7,2,10,0.500,,,,2,,2,3,,10.5,,
09/01/2018,"Niagara @ Kent, Ohio",W 3 - 1,,4,1,10,5,18,0.278,,,,1,,,3,,11.5,,
09/04/2018,Eastern Mich.,W 3 - 1,,4,1,13,4,29,0.310,,3,2,3,,,2,,17.0,,
09/07/2018,"Fla. Atlantic @ Chicago, Ill.",L 1 - 3,,4,1,6,6,21,,,,,2,,1,6,,10.0,,
09/08/2018,"UConn @ Chicago, Ill.",W 3 - 2,,5,1,12,6,23,0.261,,,,,,1,5,,15.5,,
09/08/2018,@ DePaul,W 3 - 1,,4,1,6,2,18,0.222,,3,3,4,,,4,,11.0,,
09/14/2018,"Duquesne @ Moon Township, Pa.",W 3 - 0,,3,1,4,4,9,,,,,,,1,2,,6.0,,
09/15/2018,@ Robert Morris,W 3 - 1,,4,1,7,2,12,0.417,,1,2,1,,,1,,8.5,,
09/18/2018,Valparaiso,L 2 - 3,,5,1,9,5,22,0.182,1,,,3,,,4,,11.0,,
09/23/2018,North Dakota,W 3 - 0,,3,1,5,2,11,0.273,,2,,5,,1,2,,9.0,,
09/25/2018,Western Ill.,W 3 - 1,,4,1,9,0,12,0.750,,,,4,,,4,,11.0,,
09/28/2018,@ South Dakota,L 2 - 3,,5,1,12,2,23,0.435,,,1,8,1,1,1,,13.5,,
09/30/2018,@ Omaha,L 2 - 3,,5,1,7,4,17,0.176,,,1,1,,,2,,8.0,,
10/05/2018,Oral Roberts,L 1 - 3,,4,1,11,4,27,0.259,,1,2,1,,1,3,,14.5,,
10/07/2018,North Dakota St.,L 1 - 3,,4,1,7,5,24,0.083,,3,1,7,,,1,,10.5,,
10/12/2018,@ Denver,L 0 - 3,,3,1,1,3,9,-0.222,,,,,,,2,,2.0,,
10/14/2018,@ South Dakota St.,W 3 - 0,,3,1,7,0,13,0.538,,,1,,,2,3,,10.5,,
10/19/2018,Omaha,W 3 - 2,,5,1,9,4,19,0.263,,1,3,,,,8,,14.0,1,
10/21/2018,@ Western Ill.,W 3 - 1,,4,1,17,1,25,0.640,,,1,4,,2,2,,20.0,,
10/26/2018,@ Oral Roberts,L 2 - 3,,5,1,20,3,31,0.548,,2,1,2,,,8,,26.0,,
10/28/2018,South Dakota,L 0 - 3,,3,1,7,3,15,0.267,,,,3,,,6,,10.0,,
11/03/2018,@ North Dakota,W 3 - 0,,3,1,13,1,21,0.571,1,,1,1,,1,2,,15.0,,
11/04/2018,@ North Dakota St.,W 3 - 1,,4,1,16,2,24,0.583,,,1,3,,1,3,1,18.5,1,
11/09/2018,South Dakota St.,W 3 - 0,,3,1,7,1,11,0.545,,1,,2,,,1,,8.5,,
11/11/2018,Denver,L 0 - 3,,3,1,6,3,15,0.200,,1,1,1,,,2,,8.0,,
11/16/2018,"North Dakota @ Denver, Colo.",W 3 - 0,,3,1,4,3,13,0.077,1,,1,2,,,2,,5.0,,
11/17/2018,@ Denver,L 0 - 3,,3,1,11,0,14,0.786,,1,1,1,,,2,1,13.0,,
