0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,Stony Brook,W 3 - 0,3,1,4,1,5,0.600,,,,1,,,2,1,5.0,,
08/25/2017,Oakland,W 3 - 2,5,1,6,0,16,0.375,,,,,,,2,,7.0,,
08/26/2017,Eastern Mich.,L 1 - 3,,,,,,,,,,,,,,,,,
08/26/2017,Robert Morris,W 3 - 2,5,1,3,1,9,0.222,,2,1,2,1,1,4,4/,8.0,,
09/01/2017,@ Michigan,L 0 - 3,,,,,,,,,,,,,,,,,
09/02/2017,"New Hampshire @ Ann Arbor, Mich.",W 3 - 1,,,,,,,,,,,,,,,,,
09/02/2017,"Green Bay @ Ann Arbor, Mich.",W 3 - 0,2,1,3,2,7,0.143,,,,,,,3,,4.5,,
09/08/2017,@ Kent St.,W 3 - 0,1,1,0,0,1,,,,,,,,,,,,
09/09/2017,"Col. of Charleston @ Kent, Ohio",W 3 - 0,,,,,,,,,,,,,,,,,
09/15/2017,Evansville,W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2017,Duquesne,W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2017,Ball St.,W 3 - 2,,,,,,,,,,,,,,,,,
09/20/2017,Marquette,L 0 - 3,1,1,0,0,0,,,,,,,,1,,0.5,,
09/23/2017,@ Xavier,W 3 - 1,,,,,,,,,,,,,,,,,
09/27/2017,DePaul,W 3 - 0,,,,,,,,,,,,,,,,,
09/29/2017,@ Georgetown,L 2 - 3,1,1,0,0,0,,,,,,,,,,,,
09/30/2017,@ Villanova,L 0 - 3,,,,,,,,,,,,,,,,,
10/06/2017,St. John's (NY),W 3 - 1,,,,,,,,,,,,,,,,,
10/07/2017,Seton Hall,W 3 - 0,,,,,,,,,,,,,,,,,
10/13/2017,@ Creighton,L 2 - 3,,,,,,,,,,,,,,,,,
10/15/2017,@ Providence,W 3 - 0,,,,,,,,,,,,,,,,,
10/20/2017,@ DePaul,W 3 - 0,,,,,,,,,,,,,,,,,
10/21/2017,@ Marquette,W 3 - 2,,,,,,,,,,,,,,,,,
10/27/2017,Villanova,W 3 - 2,,,,,,,,,,,,,,,,,
10/29/2017,Georgetown,W 3 - 2,,,,,,,,,,,,,,,,,
11/03/2017,Xavier,W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
11/11/2017,Providence,W 3 - 0,,,,,,,,,,,,,,,,,
11/12/2017,Creighton,L 2 - 3,,,,,,,,,,,,,,,,,
11/17/2017,@ Seton Hall,W 3 - 1,,,,,,,,,,,,,,,,,
11/18/2017,@ St. John's (NY),W 3 - 2,,,,,,,,,,,,,,,,,
11/24/2017,@ Marquette,L 1 - 3,,,,,,,,,,,,,,,,,
