Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
8302019,@ Arkansas,L 0 - 3,3,1.0,3.0,11.0,-0.182,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
8302019,"Montana St. @ Fayetteville, Ark.",W 3 - 2,5,4.333333333333333,3.0,16.0,0.030222222222222223,0.0,0.0,0.0,1.6666666666666665,0.0,0.0,0.888888888888889,0.5555555555555556,4.777777777777778
8312019,"Little Rock @ Fayetteville, Ark.",W 3 - 0,3,3.786885245901639,2.5901639344262293,15.59016393442623,0.04529508196721311,0.40983606557377045,0.0,0.0,1.3934426229508194,0.0,0.0,0.5245901639344263,0.3278688524590164,4.049180327868852
9032019,@ Jackson St.,W 3 - 0,3,3.1815718157181565,1.7127371273712737,12.341463414634145,0.1427560975609756,0.27100271002710025,0.0,0.0,0.9214092140921408,0.0,0.3387533875338753,0.3468834688346884,0.21680216802168026,3.693766937669376
9062019,"Mississippi Val. @ Mobile, AL",W 3 - 0,3,4.0199904807234645,1.2032365540218946,11.94240837696335,0.2624145644930985,0.19038553069966682,0.0,0.0,0.9447881960970965,0.0,0.2379819133745835,0.2436934792955736,0.1523084245597335,4.379819133745834
9062019,@ South Alabama,L 1 - 3,4,3.743516350073727,1.690259345997051,11.415907710989677,0.19128562754792264,0.6808916644982218,0.0,0.0,0.9597536646716974,0.0,0.17347558331164886,0.9908057940844825,0.11102437331945532,4.412394830427616
9072019,"Tennessee St. @ Mobile, AL",W 3 - 0,3,4.061498841936476,1.7686464423964625,11.563725887173838,0.2061446688586191,0.5085761487504251,0.0,0.0,0.9699389384687647,0.0,0.12957354108291086,0.9931326023226057,0.08292706629306298,4.68763868418069
9102019,Grambling,W 3 - 0,3,4.046719513733162,1.8242450528932075,11.668570760622476,0.1967374688162319,0.3863557364291009,0.0,0.0,0.9771631768531078,0.0,0.09843458252970724,1.2351017721300934,0.3033169378231807,4.762704982327916
9122019,"UTRGV @ College Station, TX",L 0 - 3,3,3.3429121912073527,2.0958502786252478,11.283122637096454,0.10508914529495014,0.2971056445932864,0.0,0.0,1.213443557319686,0.0,0.07569570562886277,1.411797057447718,0.4642541814485201,4.1245064255600745
9132019,@ Texas A&M,L 0 - 3,3,3.042021904431191,2.2984323020324884,10.54751258137932,0.05353582009232717,0.23053673324539078,0.0,0.0,1.1656198100985782,0.0,0.05873547343831611,1.0954725618727164,0.3602342948858037,3.6484936588058647
9132019,"Texas St. @ College Station, TX",L 0 - 3,3,3.251622037916046,2.2331370195708766,11.08410281521719,0.07551680861022411,0.1800966132834561,0.0,0.0,1.5669717141178658,0.0,0.04588448746075314,1.7309665690508549,0.5002113755844475,4.162989809902227
9182019,Prairie View,W 3 - 1,4,4.271374484889078,2.397827026775447,12.569347488979638,0.11900170630358557,0.1414194137104973,0.0,0.0,1.6599680294202483,0.0,0.036030423875285926,2.0035017288116044,0.39278695016399934,5.309155773170167
9202019,@ Georgia St.,L 1 - 3,4,4.848846444633967,2.3136330061891663,13.083758008570745,0.1642911802011817,0.11149015242890499,0.0,0.0,1.943565351180262,0.0,0.028405134376791076,1.579491155252895,0.3096595848962879,5.666997156637206
9212019,@ Brown,W 3 - 0,3,5.089668627310337,1.8296192550563737,13.275436516800324,0.21966846280651334,0.0881663293562197,0.0,0.0,1.7461707757043843,0.0,0.23166350518739545,1.6674619193222602,0.24487856869409194,6.155063092158861
9262019,Sam Houston St.,L 1 - 3,4,5.071080904492358,2.0722315658618085,14.669394758906828,0.19486196934918898,0.06989002312616818,0.0,0.0,1.5914944304797847,0.0,0.18364116838322317,1.7363948990663147,0.19411683523746134,6.122919522408737
9282019,Houston Baptist,W 3 - 1,4,4.4390753486836605,1.8515743028939555,14.325845762550628,0.17060685469614315,0.055507177383900784,0.0,0.0,1.881354376540507,0.0,0.14584918494064358,1.5848503185252083,0.15416903765042375,5.377349692886907
10032019,@ A&M-Corpus Christi,W 3 - 1,4,4.758452001827373,1.6773359432575023,13.440745933744518,0.2380031125660601,0.24875734890948,0.0,0.0,2.1102374907722328,0.0,0.11600737001972533,1.4651856459459804,0.12262491973181923,5.607052194820087
10052019,@ UIW,W 3 - 2,5,4.196640912613758,2.150390548786752,12.536303765345293,0.1443147505640432,0.6054311429920768,0.0,0.0,1.8841165600606125,0.0,0.09238026798408608,1.5741107367502136,0.09765002813550834,5.076076548972949
10082019,Lamar University,W 3 - 0,3,3.7508887646267706,1.7140237304194954,11.412852371382735,0.17306615181105023,0.48257436157766825,0.0,0.0,1.5017832442773125,0.0,0.07363405295683256,1.4576096315312026,0.07783444993042088,4.553327633349203
