0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,"Southern Utah @ Berkeley, Calif.",W 3 - 0,,,,,,,,,,,,,,,,,
08/27/2016,@ California,L 2 - 3,,,,,,,,,,,,,,,,,
08/27/2016,"Southern Utah @ Berkeley, Calif.",W 3 - 1,,,,,,,,,,,,,,,,,
09/02/2016,@ Saint Mary's (CA),L 1 - 3,4,1,2,3,13,-0.077,,,1,5,,,2,,3.0,,
09/03/2016,"Middle Tenn. @ Moraga, Calif.",W 3 - 1,4,1,8,2,16,0.375,2,1,,11,2,,1,,9.5,,
09/03/2016,"Nevada @ Moraga, Calif.",L 0 - 3,2,1,4,1,15,0.200,1,,,1,,,1,,4.5,,
09/08/2016,"Southeastern La. @ Logan, Utah",W 3 - 0,3,1,11,1,32,0.312,,1,,9,2,,1,,12.5,,
09/08/2016,@ Utah St.,L 0 - 3,3,1,5,2,15,0.200,,,,13,2,,1,,5.5,,
09/09/2016,"Portland St. @ Logan, UT",L 0 - 3,3,1,1,5,22,-0.182,1,,,15,2,,1,,1.5,,
09/16/2016,"Northern Ariz. @ Bakersfield, CA",L 2 - 3,5,1,7,7,37,,3,,,19,4,,,,7.0,,
09/16/2016,@ CSU Bakersfield,L 0 - 3,3,1,5,4,24,0.042,1,3,,12,2,,1,,8.5,,
09/17/2016,"San Francisco @ Bakersfield, CA",W 3 - 2,5,1,13,5,49,0.163,2,3,,16,3,,2,,17.0,,
09/24/2016,@ Cal St. Fullerton,L 1 - 3,4,1,10,3,39,0.179,2,,,12,2,,,,10.0,,
10/02/2016,@ Hawaii,L 0 - 3,3,1,0,4,18,-0.222,,,,10,1,1,2,,2.0,,
10/05/2016,Long Beach St.,L 1 - 3,4,1,10,4,35,0.171,1,,,16,,,1,,10.5,,
10/08/2016,UC Irvine,L 1 - 3,4,1,10,4,38,0.158,1,1,2,6,3,,1,,11.5,,
10/14/2016,UC Santa Barbara,W 3 - 1,4,1,9,4,36,0.139,2,,1,15,2,,,,9.0,,
10/15/2016,Cal Poly,L 0 - 3,3,1,9,3,23,0.261,,1,,5,3,,2,,11.0,,
10/20/2016,@ UC Davis,L 1 - 3,4,1,8,8,36,,1,,1,16,,1,,,9.0,,
10/22/2016,@ UC Irvine,L 0 - 3,3,1,8,3,30,0.167,,2,,11,2,,1,,10.5,,
10/28/2016,Hawaii,L 0 - 3,3,1,5,5,21,,1,1,,7,,,,,6.0,,
11/01/2016,@ CSUN,L 0 - 3,3,1,13,5,39,0.205,,1,,7,3,1,,,15.0,,
11/04/2016,Cal St. Fullerton,W 3 - 0,3,1,6,0,23,0.261,2,,1,13,,,5,,8.5,,
11/08/2016,UC Davis,L 1 - 3,4,1,12,8,39,0.103,1,,1,10,1,,2,,13.0,,
11/11/2016,@ Cal Poly,L 0 - 3,3,1,8,4,27,0.148,1,,,10,1,,,,8.0,,
11/12/2016,@ UC Santa Barbara,W 3 - 2,5,1,17,10,51,0.137,1,2,,14,2,,1,,19.5,,
11/18/2016,CSUN,L 1 - 3,4,1,16,5,40,0.275,,1,,7,1,1,,,18.0,,
11/19/2016,@ Long Beach St.,L 0 - 3,3,1,8,9,36,-0.028,,,1,6,,,2,,9.0,,
