0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,"Grand Canyon @ Moscow, ID",L 2 - 3,,,,,,,,,,,,,,,,,,
08/25/2018,@ Idaho,W 3 - 2,,,,,,,,,,,,,,,,,,
08/25/2018,"Santa Clara @ Moscow, Idaho",L 0 - 3,,,,,,,,,,,,,,,,,,
08/31/2018,FGCU,W 3 - 1,,,,,,,,,,,,,,,,,,
08/31/2018,Eastern Ky.,W 3 - 0,,,,,,,,,,,,,,,,,,
09/01/2018,New Mexico St.,L 0 - 3,,,,,,,,,,,,,,,,,,
09/07/2018,@ North Florida,W 3 - 2,,,,,,,,,,,,,,,,,,
09/08/2018,"Furman @ Jacksonville, Fla.",L 2 - 3,,,,,,,,,,,,,,,,,,
09/08/2018,"USC Upstate @ Jacksonville, Fla.",W 3 - 1,,,,,,,,,,,,,,,,,,
09/14/2018,@ Nebraska,L 1 - 3,,1,1,0,1,1,-1.000,,,,,,,,,,,
09/14/2018,"Missouri St. @ Lincoln, Nebraska",L 0 - 3,,,,,,,,,,,,,,,,,,
09/15/2018,"Central Mich. @ Lincoln, Nebraska",W 3 - 2,,,,,,,,,,,,,,,,,,
09/19/2018,Utah St.,W 3 - 1,,,,,,,,,,,,,,,,,,
09/22/2018,@ Boise St.,L 0 - 3,,,,,,,,,,,,,,,,,,
09/26/2018,UNLV,W 3 - 1,,,,,,,,,,,,,,,,,,
09/30/2018,@ Air Force,W 3 - 2,,,,,,,,,,,,,,,,,,
10/04/2018,Nevada,W 3 - 2,,,,,,,,,,,,,,,,,,
10/06/2018,San Jose St.,W 3 - 0,,,,,,,,,,,,,,,,,,
10/11/2018,@ San Diego St.,L 1 - 3,,,,,,,,,,,,,,,,,,
10/13/2018,@ Fresno St.,L 0 - 3,,,,,,,,,,,,,,,,,,
10/18/2018,Colorado St.,L 0 - 3,,,,,,,,,,,,,,,,,,
10/20/2018,Wyoming,L 2 - 3,,,,,,,,,,,,,,,,,,
10/23/2018,@ UNLV,W 3 - 0,,,,,,,,,,,,,,,,,,
10/27/2018,Air Force,W 3 - 1,,,,,,,,,,,,,,,,,,
11/01/2018,@ San Jose St.,L 2 - 3,,,,,,,,,,,,,,,,,,
11/03/2018,@ Nevada,W 3 - 1,,,,,,,,,,,,,,,,,,
11/08/2018,Fresno St.,L 2 - 3,,,,,,,,,,,,,,,,,,
11/10/2018,San Diego St.,L 2 - 3,,,,,,,,,,,,,,,,,,
11/15/2018,@ Wyoming,L 0 - 3,,,,,,,,,,,,,,,,,,
11/17/2018,@ Colorado St.,W 3 - 2,,,,,,,,,,,,,,,,,,
