0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,UTRGV,L 1 - 3,4,,65,24,172,0.238,61,3,7,80,5,,18,2,77.0,,
08/27/2016,Prairie View,W 3 - 0,3,,39,13,88,0.295,37,10,6,36,2,,20,2,59.0,,
08/27/2016,A&M-Corpus Christi,W 3 - 1,4,,48,22,123,0.211,45,5,9,52,5,3,18,5,65.0,,
08/30/2016,@ Texas St.,W 3 - 1,4,,53,20,145,0.228,51,4,7,68,2,1,21,2,68.5,3,
09/02/2016,@ UC Santa Barbara,L 0 - 3,3,,31,14,98,0.173,30,3,4,33,7,2,10,3,41.0,1,
09/02/2016,Colorado St. @ Thunderdome,L 1 - 3,4,,56,24,140,0.229,50,3,6,52,4,,20,1,69.0,2,
09/03/2016,"CSU Bakersfield @ Santa Barbara, CA",W 3 - 0,3,,35,18,99,0.172,33,3,3,43,3,,24,1,50.0,1,
09/08/2016,@ Florida St.,L 2 - 3,5,,57,24,144,0.229,51,5,12,60,7,2,13,3,70.5,3,
09/09/2016,"Little Rock @ Tallahassee, Fla.",W 3 - 0,3,,42,18,109,0.220,40,9,4,48,4,,16,2,59.0,1,
09/09/2016,@ Florida A&M,W 3 - 0,3,,38,22,100,0.160,37,6,5,41,3,3,12,1,53.0,,
09/14/2016,@ LSU,W 3 - 0,3,,40,15,96,0.260,36,2,9,42,4,3,12,2,51.0,1,
09/16/2016,Virginia,W 3 - 0,3,,38,10,94,0.298,33,5,12,38,1,1,24,1,56.0,,
09/17/2016,Washington St.,W 3 - 2,5,,55,32,204,0.113,50,4,7,90,3,1,12,,66.0,,
09/17/2016,Col. of Charleston,W 3 - 0,3,,44,11,109,0.303,41,6,3,50,4,3,12,2,59.0,,
09/20/2016,North Texas,W 3 - 1,4,,53,26,156,0.173,50,6,7,83,8,2,24,3,73.0,,
09/21/2016,@ SFA,W 3 - 1,4,,59,21,149,0.255,55,6,6,81,4,1,20,2,76.0,1,
09/25/2016,Kansas St.,W 3 - 0,3,,49,16,139,0.237,43,2,5,73,4,1,12,1,58.0,,
09/28/2016,Texas Tech,W 3 - 0,3,,48,19,112,0.259,43,6,1,50,5,,14,1,61.0,,
10/01/2016,@ Kansas,L 1 - 3,4,,50,23,139,0.194,49,,7,68,1,,11,2,55.5,3,
10/05/2016,TCU,W 3 - 0,3,,45,13,123,0.260,39,2,8,56,3,1,14,,55.0,,
10/12/2016,Texas,L 1 - 3,4,,44,25,140,0.136,43,6,4,59,4,1,4,3,53.0,,
10/15/2016,@ West Virginia,W 3 - 1,4,,45,19,130,0.200,43,4,6,55,5,,22,4,60.0,3,
10/19/2016,@ Iowa St.,W 3 - 2,5,,50,16,161,0.211,47,9,11,73,6,2,24,2,73.0,1,
10/22/2016,Oklahoma,W 3 - 1,4,,65,19,159,0.289,59,4,8,66,3,2,16,2,79.0,,
10/29/2016,@ Kansas St.,L 1 - 3,4,,43,27,144,0.111,41,1,8,58,6,,20,2,54.0,3,
11/02/2016,@ Texas Tech,W 3 - 1,4,,64,24,175,0.229,62,3,7,75,,,10,,72.0,,
11/09/2016,@ Texas,L 0 - 3,3,,37,22,108,0.139,37,3,10,53,4,,6,6,43.0,,
11/12/2016,West Virginia,W 3 - 0,3,,44,13,99,0.313,43,5,4,41,1,1,16,4,58.0,,
11/16/2016,@ TCU,L 2 - 3,5,,77,18,198,0.298,71,2,7,93,6,2,15,3,88.5,1,
11/19/2016,@ Oklahoma,W 3 - 2,5,,64,32,180,0.178,61,4,13,56,3,3,24,1,83.0,,
11/23/2016,Iowa St.,L 2 - 3,5,,60,18,146,0.288,56,5,9,53,9,1,17,2,74.5,,
11/26/2016,Kansas,L 2 - 3,5,,53,28,176,0.142,49,4,5,77,2,1,21,,68.5,,
12/02/2016,"San Diego @ Los Angeles, Calif.",W 3 - 2,5,,50,23,149,0.181,48,3,8,51,6,,30,1,68.0,,
12/03/2016,@ UCLA,L 0 - 3,3,,43,18,122,0.205,39,1,7,52,5,1,13,2,51.5,,
