0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,@ Milwaukee,W 3 - 1,,4,1,11,5,35,0.171,,1,1,9,,,1,,12.5,,
08/24/2018,"Northwestern @ Milwaukee, Wis.",L 1 - 3,,4,1,11,5,34,0.176,,,1,,,1,2,,13.0,,
08/25/2018,"South Dakota @ Milwaukee, Wis.",L 1 - 3,,4,1,11,4,34,0.206,,,,6,,,4,,13.0,,
08/31/2018,@ UConn,L 1 - 3,,4,1,11,9,34,0.059,,,1,11,,,1,,11.5,,
08/31/2018,"Syracuse @ Storrs, Conn.",L 0 - 3,,3,1,6,2,16,0.250,,,,3,,,1,,6.5,,
09/01/2018,"Iona @ Storrs, Conn.",L 2 - 3,,3,1,0,4,10,-0.400,,,,3,,,3,,1.5,,
09/04/2018,@ Bryant,W 3 - 2,,4,1,8,5,25,0.120,,,,3,,,,,8.0,,
09/07/2018,@ Rhode Island,L 1 - 3,,4,1,1,5,9,-0.444,,,1,2,,,1,,1.5,,
09/08/2018,"Yale @ Kingston, RI",W 3 - 1,,4,1,14,2,31,0.387,1,,1,7,,,4,,16.0,,
09/08/2018,"Army West Point @ Kingston, RI",W 3 - 2,,,,,,,,,,,,,,,,,,
09/11/2018,Northeastern,L 1 - 3,,,,,,,,,,,,,,,,,,
09/14/2018,"Princeton @ Philadelphia, PA",L 1 - 3,,,,,,,,,,,,,,,,,,
09/14/2018,"Maryland @ Philadelphia, PA",L 0 - 3,,,,,,,,,,,,,,,,,,
09/15/2018,@ Temple,L 1 - 3,,,,,,,,,,,,,,,,,,
09/21/2018,UMass Lowell,W 3 - 0,,,,,,,,,,,,,,,,,,
09/28/2018,Hartford,W 3 - 0,,,,,,,,,,,,,,,,,,
09/30/2018,Stony Brook,L 1 - 3,,3,1,10,4,32,0.188,,,1,10,,,1,,10.5,,
10/05/2018,@ UMBC,W 3 - 0,,3,1,10,2,20,0.400,,1,1,3,,,3,,12.5,,
10/07/2018,@ Binghamton,W 3 - 1,,4,1,14,4,29,0.345,,1,,4,,,2,,16.0,,
10/14/2018,Albany (NY),L 2 - 3,,4,1,2,3,9,-0.111,,1,,2,,,,,3.0,,
10/19/2018,@ UMass Lowell,W 3 - 0,,,,,,,,,,,,,,,,,,
10/26/2018,@ Stony Brook,L 1 - 3,,4,1,11,4,35,0.200,,,1,6,,2,,,13.0,,
10/28/2018,@ Hartford,W 3 - 0,,3,1,10,4,21,0.286,,,,2,,,,,10.0,,
11/02/2018,Binghamton,W 3 - 1,,4,1,15,2,25,0.520,,,,2,,,,1,15.0,,
11/04/2018,UMBC,W 3 - 2,,3,1,3,3,19,,,,,2,,,3,,4.5,,
11/09/2018,@ Albany (NY),L 1 - 3,,4,1,12,4,29,0.276,1,,1,11,,,,,12.0,,
11/16/2018,"Albany (NY) @ Stony Brook, N.Y.",L 0 - 3,,2,1,2,4,14,-0.143,1,,1,3,,,1,,2.5,,
