0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,@ BYU,L 0 - 3,3,1,,8,7,33,0.030,,,2,3,,,,,8.0,,
08/30/2019,"Marquette @ Provo, UT",L 0 - 3,3,1,,11,4,36,0.194,,,1,3,1,,2,,12.0,,
08/31/2019,"Utah Valley @ Provo, UT",W 3 - 1,4,1,,18,9,46,0.196,,1,,10,,,1,1,19.5,,
09/06/2019,"Middle Tenn. @ Cedar City, UT",W 3 - 1,4,1,,7,5,24,0.083,,4,,7,,,,,11.0,,
09/06/2019,"Saint Mary's (CA) @ Cedar City, UT",W 3 - 2,5,1,,10,8,37,0.054,,,,13,,1,2,,12.0,,
09/07/2019,@ Southern Utah,W 3 - 0,3,1,,7,4,17,0.176,3,1,1,5,,2,,,10.0,,
09/13/2019,"Austin Peay @ Columbia, MO",W 3 - 1,4,1,,5,6,28,-0.036,1,,2,12,,2,1,,7.5,,
09/14/2019,"UNI @ Columbia, MO",W 3 - 0,3,1,,8,3,26,0.192,,,,,,,2,,9.0,,
09/15/2019,@ Missouri,L 0 - 3,3,1,,5,3,14,0.143,,1,,3,,,1,,6.5,1,
09/19/2019,Idaho St.,W 3 - 0,3,1,,19,0,28,0.679,,1,,10,2,1,,,21.0,,
09/21/2019,UC Irvine,W 3 - 0,3,1,,8,5,25,0.120,2,,1,12,1,,1,,8.5,,
09/24/2019,@ Utah St.,W 3 - 0,3,1,,10,5,26,0.192,1,3,,13,,,1,,13.5,,
09/28/2019,Air Force,W 3 - 1,4,1,,8,4,34,0.118,,2,,9,,2,2,,13.0,,
10/03/2019,Nevada,L 1 - 3,4,1,,5,1,21,0.190,,,1,15,1,,2,2,6.0,,
10/05/2019,San Jose St.,W 3 - 1,4,1,,11,1,30,0.333,,,1,8,,,5,1,13.5,,
10/10/2019,@ New Mexico,W 3 - 1,4,1,,22,5,46,0.370,1,1,3,17,,,2,2,24.0,,
10/12/2019,@ UNLV,L 2 - 3,5,1,,13,3,47,0.213,,,1,18,3,,2,1,14.0,,
10/17/2019,Colorado St.,L 2 - 3,5,1,,6,6,42,0.000,,1,,6,2,,3,,8.5,,
10/19/2019,Wyoming,L 1 - 3,4,1,,7,9,38,-0.053,,3,1,10,,,2,,11.0,,
10/24/2019,@ San Diego St.,W 3 - 2,5,1,,13,8,34,0.147,,3,,7,,,1,,16.5,,
10/26/2019,@ Fresno St.,W 3 - 0,3,1,,10,3,30,0.233,2,2,,16,1,,2,,13.0,,
10/31/2019,@ San Jose St.,W 3 - 0,3,1,,9,4,27,0.185,,1,,7,1,,3,,11.5,,
11/02/2019,@ Nevada,L 1 - 3,4,1,,16,7,43,0.209,,,,8,1,,9,,20.5,,
11/07/2019,UNLV,L 2 - 3,5,1,,15,3,45,0.267,1,,,12,3,,1,1,15.5,,
11/09/2019,New Mexico,W 3 - 0,3,1,,21,7,41,0.341,,1,1,9,,,,,22.0,,
11/14/2019,@ Wyoming,L 0 - 3,3,1,,11,7,43,0.093,,,,1,3,,3,,12.5,,
11/16/2019,@ Colorado St.,L 0 - 3,3,1,,6,10,31,-0.129,,2,,6,,,2,,9.0,,
11/21/2019,Fresno St.,W 3 - 0,3,1,,12,5,40,0.175,1,,,6,,,5,,14.5,,
11/23/2019,San Diego St.,W 3 - 1,4,1,,16,5,34,0.324,1,2,,5,,,1,,18.5,,
12/05/2019,"Weber St. @ Laramie, Wyo.",L 1 - 3,4,1,,12,6,47,0.128,1,,1,9,,,2,,13.0,,
