Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Unnamed: 19
8262016,Jacksonville St.,W 3 - 2,5,0.0,64.0,31.0,175.0,0.189,63.0,7.0,6.0,75.0,1.0,2.0,19.0,2.0,82.5,1,0.0
8272016,Montana St.,W 3 - 2,5,0.0,65.0,30.5,174.5,0.198,62.5,6.5,9.0,82.5,2.5,1.0,13.5,2.0,79.25,5,0.0
8272016,Grand Canyon,L 2 - 3,5,0.0,64.0,29.666666666666668,168.66666666666666,0.20433333333333334,61.666666666666664,7.666666666666667,9.0,74.33333333333333,4.666666666666667,0.6666666666666666,13.0,2.6666666666666665,78.83333333333333,2,0.0
9022016,@ Louisiana,W 3 - 2,5,0.0,62.0,27.0,162.25,0.218,59.5,7.0,9.0,70.5,5.0,1.75,11.75,3.25,76.625,1,0.0
9022016,"Nicholls St. @ Lafayette, La.",W 3 - 1,4,0.0,60.0,27.6,162.0,0.20179999999999998,56.8,6.8,9.4,71.8,4.8,1.4,13.4,2.8,74.9,1,0.0
9032016,"Alabama A&M @ Lafayette, La.",W 3 - 1,4,0.0,59.5,25.833333333333332,154.66666666666666,0.22466666666666665,56.166666666666664,7.166666666666667,9.666666666666666,66.66666666666667,5.166666666666667,1.3333333333333333,13.833333333333334,3.3333333333333335,74.91666666666667,3,0.0
9082016,@ Cal St. Fullerton,W 3 - 1,4,0.0,60.0,24.857142857142858,153.71428571428572,0.23499999999999996,56.57142857142857,7.0,9.714285714285714,65.42857142857143,4.714285714285714,1.4285714285714286,13.571428571428571,3.2857142857142856,75.21428571428571,1,0.0
9092016,"Weber St. @ Fullerton, Calif.",L 0 - 3,3,0.0,56.0,24.75,147.125,0.21062499999999998,52.75,6.375,9.25,61.25,5.0,1.375,12.375,3.5,69.9375,0,0.0
9102016,"Colgate @ Fullerton, Calif.",W 3 - 2,5,0.0,57.77777777777778,26.11111111111111,152.44444444444446,0.2071111111111111,54.22222222222222,6.666666666666667,9.333333333333334,62.111111111111114,4.888888888888889,1.5555555555555556,12.222222222222221,3.3333333333333335,72.11111111111111,2,0.0
9102016,"The Citadel @ Fullerton, Calif.",W 3 - 1,4,0.0,57.4,25.2,149.7,0.21600000000000003,54.1,6.9,9.5,62.2,4.8,1.6,12.4,3.2,72.1,0,0.0
9152016,Northern Colo.,L 0 - 3,3,0.0,54.5,24.2,141.8,0.2117,51.0,6.3,9.7,58.0,5.0,1.6,11.3,3.2,68.05,3,0.0
9162016,Georgetown,L 0 - 3,3,0.0,51.9,22.8,134.9,0.21390000000000003,48.6,5.9,9.7,52.1,5.0,2.0,11.7,3.1,65.65,1,0.0
9172016,Southern Utah,W 3 - 1,4,0.0,52.3,23.5,137.5,0.2091,49.0,5.5,9.5,55.1,4.6,2.0,11.5,2.7,65.55,3,0.0
9222016,@ New Mexico,L 0 - 3,3,0.0,50.0,24.1,134.8,0.19010000000000002,46.5,5.1,9.4,53.2,4.5,1.5,11.3,2.5,62.25,1,0.0
9242016,@ UNLV,L 0 - 3,3,0.0,47.1,22.6,126.2,0.18710000000000004,44.2,4.8,8.9,48.2,4.8,1.5,9.9,2.7,58.35,1,0.0
9292016,Nevada,L 1 - 3,4,0.0,46.5,23.6,128.6,0.17010000000000006,43.7,3.9,8.7,49.2,4.5,1.6,8.7,2.2,56.35,4,0.0
10012016,San Diego St.,L 0 - 3,3,0.0,43.3,23.4,123.5,0.15480000000000008,40.6,3.9,8.0,46.8,4.8,1.5,8.7,2.2,53.05,2,0.0
10042016,Boise St.,L 0 - 3,3,0.0,44.6,23.2,125.7,0.16620000000000007,42.0,4.1,7.9,47.9,4.2,1.5,8.7,1.7,54.55,0,0.0
10062016,Utah St.,L 1 - 3,4,0.0,43.0,22.5,121.1,0.16570000000000004,40.7,3.7,8.0,46.1,4.0,1.2,9.0,1.6,52.4,0,0.0
10132016,@ Fresno St.,L 2 - 3,5,0.0,43.3,24.0,125.1,0.15130000000000005,40.4,3.7,7.7,45.9,4.5,1.5,9.0,1.4,53.0,3,0.0
10152016,@ San Jose St.,L 0 - 3,3,0.0,42.7,23.7,125.1,0.14820000000000005,40.1,3.9,7.7,46.5,4.9,1.3,9.6,1.3,52.7,3,0.0
10202016,UNLV,L 0 - 3,3,0.0,41.6,23.8,125.4,0.13640000000000002,38.9,4.2,7.1,48.5,4.9,1.0,9.2,1.3,51.4,2,0.0
