0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Valparaiso @ Indianapolis, IN",L 1 - 3,,,,,,,,,,,,,,,,,,
08/31/2019,@ IUPUI,L 2 - 3,,,,,,,,,,,,,,,,,,
08/31/2019,"South Dakota @ Indianapolis, IN",L 0 - 3,,,,,,,,,,,,,,,,,,
09/06/2019,"Chattanooga @ Troy, AL",W 3 - 1,,,,,,,,,,,,,,,,,,
09/06/2019,"Jacksonville @ Troy, AL",W 3 - 2,,,,,,,,,,,,,,,,,,
09/07/2019,@ Troy,L 0 - 3,,,,,,,,,,,,,,,,,,
09/13/2019,"Sacramento St. @ Chicago, Ill.",W 3 - 1,,,,,,,,,,,,,,,,,,
09/14/2019,@ UIC,W 3 - 1,,,,,,,,,,,,,,,,,,
09/14/2019,"Bradley @ Chicago, Ill.",W 3 - 2,,,,,,,,,,,,,,,,,,
09/20/2019,"Eastern Mich. @ West Lafayette, IN",W 3 - 0,,,,,,,,,,,,,,,,,,
09/20/2019,@ Purdue,L 0 - 3,1,1,,0,1,2,-0.500,,,,,,,,,,,
09/21/2019,"A&M-Corpus Christi @ West Lafayette, IN",L 1 - 3,,,,,,,,,,,,,,,,,,
09/27/2019,@ Eastern Ill.,W 3 - 0,3,1,,5,3,16,0.125,1,,,,,2,2,,8.0,,
09/28/2019,@ SIUE,W 3 - 0,3,1,,5,1,14,0.286,,,,3,,,1,,5.5,,
10/04/2019,UT Martin,W 3 - 0,3,1,,1,3,9,-0.222,1,,,,,,3,,2.5,,
10/05/2019,Southeast Mo. St.,L 0 - 3,3,1,,3,3,9,0.000,,,,1,,,1,,3.5,,
10/09/2019,@ Austin Peay,W 3 - 1,4,1,,3,3,12,0.000,,,,3,,,2,,4.0,,
10/12/2019,@ Eastern Ky.,L 2 - 3,4,1,,7,2,16,0.312,,,,4,,,2,,8.0,,
10/18/2019,Belmont,W 3 - 0,,,,,,,,,,,,,,,,,,
10/19/2019,Tennessee St.,W 3 - 0,,,,,,,,,,,,,,,,,,
10/25/2019,@ Jacksonville St.,L 1 - 3,4,1,,8,2,17,0.353,1,,,2,,1,,,9.0,,
10/26/2019,@ Tennessee Tech,W 3 - 1,4,1,,11,6,28,0.179,1,,,3,,,,,11.0,,
11/01/2019,SIUE,W 3 - 1,2,1,,1,4,8,-0.375,,,,1,,,,,1.0,,
11/02/2019,Eastern Ill.,W 3 - 0,,,,,,,,,,,,,,,,,,
11/08/2019,@ Southeast Mo. St.,W 3 - 1,1,1,,0,3,4,-0.750,,,,,,,,,,,
11/09/2019,@ UT Martin,L 2 - 3,2,1,,5,3,11,0.182,,,,,,,,,5.0,,
11/13/2019,Austin Peay,W 3 - 2,1,1,,0,1,2,-0.500,,,,,,,,,,,
11/16/2019,Morehead St.,W 3 - 0,,,,,,,,,,,,,,,,,,
11/21/2019,"UT Martin @ Jacksonville, AL",W 3 - 0,,,,,,,,,,,,,,,,,,
11/22/2019,"Southeast Mo. St. @ Jacksonville, AL",L 2 - 3,2,1,,1,2,7,-0.143,,,,,,,1,,1.5,,
