0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,"Ole Miss @ Grand Forks, N.D.",L 1 - 3,4,1,9,4,27,0.185,,,1,1,,,2,,10.0,,
08/27/2016,"Omaha @ Grand Forks, N.D.",W 3 - 0,3,1,12,0,28,0.429,,2,1,7,,,,,14.0,,
08/27/2016,@ North Dakota,W 3 - 0,3,1,15,6,44,0.205,,1,,3,,,2,,17.0,,
09/02/2016,"San Diego St. @ Eugene, Oregon",L 0 - 3,,,,,,,,,,,,,,,,,
09/02/2016,"Murray St. @ Eugene, Ore.",W 3 - 1,,,,,,,,,,,,,,,,,
09/03/2016,@ Oregon,L 0 - 3,,,,,,,,,,,,,,,,,
09/09/2016,"Southern Utah @ Reno, Nev.",W 3 - 2,1,1,0,0,0,,1,,,,,,,,,,
09/10/2016,@ Nevada,L 2 - 3,,,,,,,,,,,,,,,,,
09/10/2016,"Gonzaga @ Reno, Nev.",L 0 - 3,,,,,,,,,,,,,,,,,
09/13/2016,@ Sacramento St.,W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2016,@ Boise St.,L 1 - 3,,,,,,,,,,,,,,,,,
09/17/2016,"Portland St. @ Boise, Idaho",W 3 - 0,,,,,,,,,,,,,,,,,
09/17/2016,Santa Clara,W 3 - 1,,,,,,,,,,,,,,,,,
09/22/2016,Long Beach St.,L 0 - 3,,,,,,,,,,,,,,,,,
09/24/2016,CSUN,L 2 - 3,,,,,,,,,,,,,,,,,
10/01/2016,@ UC Irvine,W 3 - 1,4,1,10,3,25,0.280,,,,9,,,3,,11.5,,
10/06/2016,@ UC Santa Barbara,L 1 - 3,4,1,10,4,27,0.222,,,,3,,,1,,10.5,,
10/08/2016,@ Cal St. Fullerton,W 3 - 1,4,1,6,3,24,0.125,2,,,3,,,1,1,6.5,,
10/16/2016,@ Hawaii,L 0 - 3,3,1,5,4,25,0.040,,,1,,,,,1,5.0,,
10/20/2016,UC Riverside,W 3 - 1,4,1,16,4,37,0.324,,,,5,,,3,,17.5,,
10/22/2016,Cal St. Fullerton,W 3 - 1,4,1,22,3,40,0.475,,1,2,4,,,2,,24.0,,
10/28/2016,@ CSUN,W 3 - 1,4,1,11,5,36,0.167,2,,2,4,,,7,,14.5,,
10/29/2016,@ Long Beach St.,L 0 - 3,2,1,0,4,10,-0.400,1,1,1,1,,,,,1.0,,
11/03/2016,UC Santa Barbara,L 2 - 3,5,1,11,4,27,0.259,,2,2,2,,,1,,13.5,,
11/05/2016,Cal Poly,L 2 - 3,5,1,21,3,50,0.360,1,2,,7,,,6,1,26.0,,
11/08/2016,@ UC Riverside,W 3 - 1,4,1,10,1,30,0.300,,,2,4,,,4,,12.0,,
11/12/2016,Hawaii,L 0 - 3,3,1,3,5,24,-0.083,,,1,2,,1,1,,4.5,,
11/19/2016,UC Irvine,W 3 - 0,3,1,10,1,31,0.290,,,1,3,,,1,1,10.5,,
11/22/2016,@ Cal Poly,L 0 - 3,3,1,4,3,19,0.053,,,1,2,,,3,2,5.5,,
