0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/27/2016,"San Diego @ Stanford, Calif.",W 3 - 1,4,1,0,0,0,,5,,,22,,,,,,,
08/28/2016,@ Stanford,L 1 - 3,4,1,0,0,0,,6,,,16,2,,,,,,
09/02/2016,"Texas A&M @ San Juan, PR",W 3 - 0,3,1,0,0,0,,,2,,7,,,,,2.0,,
09/03/2016,"Florida St. @ San Juan, PR",W 3 - 1,4,1,0,1,1,-1.000,2,,1,16,,,,,,,
09/09/2016,"Louisville @ Chapel Hill, N.C.",W 3 - 0,3,1,0,0,0,,4,1,,12,,,,,1.0,,
09/10/2016,@ North Carolina,W 3 - 1,4,1,0,0,0,,1,,,15,,,,,,,
09/16/2016,North Dakota,W 3 - 1,4,1,0,0,0,,2,1,1,16,,,,,1.0,1,
09/17/2016,Green Bay,W 3 - 0,3,1,0,0,0,,3,1,,15,1,,,,1.0,,
09/17/2016,Toledo,W 3 - 0,3,1,0,0,0,,,,1,14,,,,,,1,
09/23/2016,Maryland,W 3 - 0,3,1,0,0,0,,3,2,1,11,1,,,,2.0,,
09/24/2016,Ohio St.,W 3 - 1,4,1,0,0,0,,6,1,1,11,,,,,1.0,,
09/30/2016,@ Indiana,W 3 - 0,3,1,0,0,0,,2,3,,12,,,,,3.0,,
10/02/2016,@ Purdue,W 3 - 0,3,1,0,0,0,,1,,1,13,1,,,,,,
10/05/2016,@ Penn St.,L 2 - 3,5,1,0,0,0,,5,1,,17,1,,,,1.0,,
10/09/2016,Northwestern,W 3 - 0,3,1,0,0,0,,7,,,11,,,,,,,
10/12/2016,@ Wisconsin,W 3 - 0,3,1,0,0,0,,3,,2,11,,,,,,,
10/15/2016,@ Michigan St.,L 2 - 3,5,1,0,0,0,,5,2,,13,2,,,,2.0,,
10/21/2016,@ Iowa,W 3 - 2,5,1,0,1,1,-1.000,3,,2,25,,,,,,,
10/23/2016,@ Nebraska,L 2 - 3,5,1,0,0,0,,3,1,,25,,,,,1.0,,
10/28/2016,Rutgers,W 3 - 0,3,1,0,0,0,,3,2,1,13,,,,,2.0,,
10/29/2016,Penn St.,W 3 - 0,3,1,0,0,0,,3,,,13,,,,,,,
11/02/2016,Indiana,W 3 - 0,3,1,0,0,0,,4,2,2,7,,,,,2.0,,
11/06/2016,@ Maryland,W 3 - 0,3,1,0,0,0,,3,,1,10,,,,,,,
11/12/2016,@ Illinois,W 3 - 0,3,1,0,0,0,,3,1,1,14,,,,,1.0,,
11/13/2016,@ Northwestern,W 3 - 0,3,1,0,0,0,,5,,,9,,,,,,,
11/18/2016,Michigan St.,W 3 - 2,5,1,1,0,2,0.500,4,1,,21,5,,,,2.0,,
11/20/2016,Michigan,W 3 - 2,5,1,0,0,1,,5,,,24,1,,,,,,
11/23/2016,Nebraska,W 3 - 2,5,1,0,0,1,,6,,1,20,1,,,,,,
11/26/2016,Wisconsin,W 3 - 2,5,1,0,0,0,,3,,,17,1,,,,,,
12/02/2016,North Dakota,W 3 - 0,3,1,0,0,0,,5,1,1,16,,,,,1.0,,
12/03/2016,Hawaii,W 3 - 0,3,1,0,0,0,,1,2,,17,,,,,2.0,,
12/09/2016,Missouri,W 3 - 1,4,1,0,0,1,,7,1,1,15,,,,,1.0,,
12/10/2016,UCLA,W 3 - 0,3,1,0,0,0,,7,1,,17,1,,,,1.0,,
12/15/2016,"Stanford @ Columbus, Ohio",L 1 - 3,4,1,0,0,0,,1,,1,16,2,,,,,,
